month,mother_race,mother_education,birth_order,birth_count
2019-07,MALAYS,PSLE,2nd,10
2019-07,MALAYS,PSLE,3rd,6
2019-07,MALAYS,PSLE,4th,6
2019-07,MALAYS,PSLE,5th,2
2019-07,MALAYS,PSLE,6th,3
2019-07,MALAYS,UNIVERSITY DEGREE,1st,68
2019-07,MALAYS,UNIVERSITY DEGREE,2nd,44
2019-07,MALAYS,UNIVERSITY DEGREE,3rd,28
2019-07,MALAYS,UNIVERSITY DEGREE,4th,8
2019-07,MALAYS,UNIVERSITY DEGREE,5th,2
2019-07,MALAYS,UNIVERSITY DEGREE,6th,1
2019-08,MALAYS,"""A"" LEVEL/DIPLOMA",1st,122
2019-08,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,106
2019-08,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,42
2019-08,MALAYS,"""A"" LEVEL/DIPLOMA",4th,20
2019-08,MALAYS,"""A"" LEVEL/DIPLOMA",5th,3
2019-08,MALAYS,"""A"" LEVEL/DIPLOMA",6th,2
2019-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,52
2019-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,69
2019-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,37
2019-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,27
2019-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,15
2019-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,6
2019-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,1
2019-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",8th,2
2019-08,MALAYS,NO QUALIFICATION,3rd,1
2019-08,MALAYS,NO QUALIFICATION,5th,2
2019-08,MALAYS,NO QUALIFICATION,6th,1
2019-08,MALAYS,PSLE,1st,15
2019-08,MALAYS,PSLE,2nd,9
2019-08,MALAYS,PSLE,3rd,7
2019-08,MALAYS,PSLE,4th,7
2019-08,MALAYS,PSLE,5th,2
2019-08,MALAYS,PSLE,6th,3
2019-08,MALAYS,PSLE,7th,1
2019-08,MALAYS,UNIVERSITY DEGREE,1st,67
2019-08,MALAYS,UNIVERSITY DEGREE,2nd,47
2019-08,MALAYS,UNIVERSITY DEGREE,3rd,21
2019-08,MALAYS,UNIVERSITY DEGREE,4th,15
2019-08,MALAYS,UNIVERSITY DEGREE,5th,2
2019-09,MALAYS,"""A"" LEVEL/DIPLOMA",1st,99
2019-09,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,92
2019-09,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,46
2019-09,MALAYS,"""A"" LEVEL/DIPLOMA",4th,12
2019-09,MALAYS,"""A"" LEVEL/DIPLOMA",5th,6
2019-09,MALAYS,"""A"" LEVEL/DIPLOMA",6th,2
2019-09,MALAYS,"""A"" LEVEL/DIPLOMA",7th,2
2019-09,MALAYS,"""A"" LEVEL/DIPLOMA",8th,1
2019-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,51
2019-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,48
2019-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,51
2019-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,24
2019-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,8
2019-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,5
2019-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,3
2019-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",8th,5
2019-09,MALAYS,NO QUALIFICATION,1st,2
2019-09,MALAYS,NO QUALIFICATION,2nd,3
2019-09,MALAYS,NO QUALIFICATION,4th,2
2019-09,MALAYS,NO QUALIFICATION,5th,1
2019-09,MALAYS,NO QUALIFICATION,7th,1
2019-09,MALAYS,PSLE,1st,24
2019-09,MALAYS,PSLE,2nd,12
2019-09,MALAYS,PSLE,3rd,10
2019-09,MALAYS,PSLE,4th,10
2019-09,MALAYS,PSLE,5th,4
2019-09,MALAYS,PSLE,6th,3
2019-09,MALAYS,PSLE,7th,2
2019-09,MALAYS,PSLE,8th,2
2019-09,MALAYS,UNIVERSITY DEGREE,1st,71
2019-09,MALAYS,UNIVERSITY DEGREE,2nd,48
2019-09,MALAYS,UNIVERSITY DEGREE,3rd,19
2019-09,MALAYS,UNIVERSITY DEGREE,4th,4
2019-09,MALAYS,UNIVERSITY DEGREE,5th,2
2019-10,MALAYS,"""A"" LEVEL/DIPLOMA",1st,135
2019-10,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,87
2019-10,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,44
2019-10,MALAYS,"""A"" LEVEL/DIPLOMA",4th,23
2019-10,MALAYS,"""A"" LEVEL/DIPLOMA",5th,9
2019-10,MALAYS,"""A"" LEVEL/DIPLOMA",6th,1
2019-10,MALAYS,"""A"" LEVEL/DIPLOMA",7th,1
2019-10,MALAYS,"""A"" LEVEL/DIPLOMA",9th & over,1
2019-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,43
2019-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,48
2019-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,43
2019-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,23
2019-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,10
2019-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,5
2019-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,4
2019-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",8th,1
2019-10,MALAYS,NO QUALIFICATION,2nd,4
2019-10,MALAYS,NO QUALIFICATION,4th,1
2019-10,MALAYS,NO QUALIFICATION,5th,1
2019-10,MALAYS,NO QUALIFICATION,6th,1
2019-10,MALAYS,PSLE,1st,29
2019-10,MALAYS,PSLE,2nd,12
2019-10,MALAYS,PSLE,3rd,11
2019-10,MALAYS,PSLE,4th,6
2019-10,MALAYS,PSLE,5th,3
2019-10,MALAYS,PSLE,6th,3
2019-10,MALAYS,PSLE,7th,2
2019-10,MALAYS,PSLE,8th,1
2019-10,MALAYS,UNIVERSITY DEGREE,1st,65
2019-10,MALAYS,UNIVERSITY DEGREE,2nd,48
2019-10,MALAYS,UNIVERSITY DEGREE,3rd,22
2019-10,MALAYS,UNIVERSITY DEGREE,4th,4
2019-10,MALAYS,UNIVERSITY DEGREE,5th,5
2019-11,MALAYS,"""A"" LEVEL/DIPLOMA",1st,117
2019-11,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,92
2019-11,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,41
2019-11,MALAYS,"""A"" LEVEL/DIPLOMA",4th,23
2019-11,MALAYS,"""A"" LEVEL/DIPLOMA",5th,5
2019-11,MALAYS,"""A"" LEVEL/DIPLOMA",6th,2
2019-11,MALAYS,"""A"" LEVEL/DIPLOMA",7th,1
2019-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,49
2019-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,56
2019-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,43
2019-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,19
2019-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,10
2019-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,6
2019-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,1
2019-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",8th,1
2019-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",9th & over,1
2019-11,MALAYS,NO QUALIFICATION,1st,3
2019-11,MALAYS,NO QUALIFICATION,2nd,1
2019-11,MALAYS,NO QUALIFICATION,3rd,1
2019-11,MALAYS,NO QUALIFICATION,4th,1
2019-11,MALAYS,NO QUALIFICATION,5th,3
2019-11,MALAYS,PSLE,1st,19
2019-11,MALAYS,PSLE,2nd,7
2019-11,MALAYS,PSLE,3rd,10
2019-11,MALAYS,PSLE,4th,8
2019-11,MALAYS,PSLE,5th,2
2019-11,MALAYS,PSLE,6th,2
2019-11,MALAYS,PSLE,8th,1
2019-11,MALAYS,UNIVERSITY DEGREE,1st,75
2019-11,MALAYS,UNIVERSITY DEGREE,2nd,58
2019-11,MALAYS,UNIVERSITY DEGREE,3rd,20
2019-11,MALAYS,UNIVERSITY DEGREE,4th,4
2019-11,MALAYS,UNIVERSITY DEGREE,5th,2
2019-12,MALAYS,"""A"" LEVEL/DIPLOMA",1st,140
2019-12,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,78
2019-12,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,47
2019-12,MALAYS,"""A"" LEVEL/DIPLOMA",4th,13
2019-12,MALAYS,"""A"" LEVEL/DIPLOMA",5th,5
2019-12,MALAYS,"""A"" LEVEL/DIPLOMA",6th,3
2019-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,41
2019-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,66
2019-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,38
2019-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,25
2019-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,6
2019-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,8
2019-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,1
2019-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",8th,1
2019-12,MALAYS,NO QUALIFICATION,1st,4
2019-12,MALAYS,NO QUALIFICATION,2nd,2
2019-12,MALAYS,NO QUALIFICATION,4th,1
2019-12,MALAYS,NO QUALIFICATION,6th,1
2019-12,MALAYS,PSLE,1st,20
2019-12,MALAYS,PSLE,2nd,7
2019-12,MALAYS,PSLE,3rd,6
2019-12,MALAYS,PSLE,4th,6
2019-12,MALAYS,PSLE,5th,2
2019-12,MALAYS,PSLE,6th,2
2019-12,MALAYS,PSLE,7th,2
2019-12,MALAYS,PSLE,8th,1
2019-12,MALAYS,PSLE,9th & over,1
2019-12,MALAYS,UNIVERSITY DEGREE,1st,54
2019-12,MALAYS,UNIVERSITY DEGREE,2nd,58
2019-12,MALAYS,UNIVERSITY DEGREE,3rd,21
2019-12,MALAYS,UNIVERSITY DEGREE,4th,5
2020-01,MALAYS,"""A"" LEVEL/DIPLOMA",1st,135
2020-01,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,93
2020-01,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,65
2020-01,MALAYS,"""A"" LEVEL/DIPLOMA",4th,18
2020-01,MALAYS,"""A"" LEVEL/DIPLOMA",5th,7
2020-01,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,49
2020-01,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,48
2020-01,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,34
2020-01,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,26
2020-01,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,9
2020-01,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,3
2020-01,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,4
2020-01,MALAYS,"""N"" LEVEL/""O"" LEVEL",9th & over,1
2020-01,MALAYS,NO QUALIFICATION,1st,2
2020-01,MALAYS,NO QUALIFICATION,2nd,3
2020-01,MALAYS,NO QUALIFICATION,3rd,2
2020-01,MALAYS,NO QUALIFICATION,5th,2
2020-01,MALAYS,NO QUALIFICATION,6th,2
2020-01,MALAYS,NO QUALIFICATION,9th & over,1
2020-01,MALAYS,PSLE,1st,20
2020-01,MALAYS,PSLE,2nd,13
2020-01,MALAYS,PSLE,3rd,7
2020-01,MALAYS,PSLE,4th,3
2020-01,MALAYS,PSLE,5th,7
2020-01,MALAYS,PSLE,6th,3
2020-01,MALAYS,PSLE,7th,1
2020-01,MALAYS,PSLE,8th,2
2020-01,MALAYS,PSLE,9th & over,3
2020-01,MALAYS,UNIVERSITY DEGREE,1st,75
2020-01,MALAYS,UNIVERSITY DEGREE,2nd,52
2020-01,MALAYS,UNIVERSITY DEGREE,3rd,17
2020-01,MALAYS,UNIVERSITY DEGREE,4th,5
2020-02,MALAYS,"""A"" LEVEL/DIPLOMA",1st,104
2020-02,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,92
2020-02,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,50
2020-02,MALAYS,"""A"" LEVEL/DIPLOMA",4th,21
2020-02,MALAYS,"""A"" LEVEL/DIPLOMA",5th,10
2020-02,MALAYS,"""A"" LEVEL/DIPLOMA",6th,1
2020-02,MALAYS,"""A"" LEVEL/DIPLOMA",7th,1
2020-02,MALAYS,"""A"" LEVEL/DIPLOMA",8th,1
2020-02,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,43
2020-02,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,36
2020-02,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,38
2020-02,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,29
2020-02,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,10
2020-02,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,6
2020-02,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,4
2020-02,MALAYS,NO QUALIFICATION,1st,1
2020-02,MALAYS,NO QUALIFICATION,2nd,1
2020-02,MALAYS,NO QUALIFICATION,3rd,2
2020-02,MALAYS,NO QUALIFICATION,4th,2
2020-02,MALAYS,NO QUALIFICATION,6th,1
2020-02,MALAYS,NO QUALIFICATION,9th & over,1
2020-02,MALAYS,PSLE,1st,10
2020-02,MALAYS,PSLE,2nd,11
2020-02,MALAYS,PSLE,3rd,9
2020-02,MALAYS,PSLE,4th,2
2020-02,MALAYS,PSLE,5th,4
2020-02,MALAYS,PSLE,6th,4
2020-02,MALAYS,PSLE,7th,1
2020-02,MALAYS,PSLE,9th & over,1
2020-02,MALAYS,UNIVERSITY DEGREE,1st,64
2020-02,MALAYS,UNIVERSITY DEGREE,2nd,46
2020-02,MALAYS,UNIVERSITY DEGREE,3rd,15
2020-02,MALAYS,UNIVERSITY DEGREE,4th,4
2020-02,MALAYS,UNIVERSITY DEGREE,5th,3
2020-02,MALAYS,UNIVERSITY DEGREE,7th,1
2020-03,MALAYS,"""A"" LEVEL/DIPLOMA",1st,101
2020-03,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,94
2020-03,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,46
2020-03,MALAYS,"""A"" LEVEL/DIPLOMA",4th,25
2020-03,MALAYS,"""A"" LEVEL/DIPLOMA",5th,10
2020-03,MALAYS,"""A"" LEVEL/DIPLOMA",6th,1
2020-03,MALAYS,"""A"" LEVEL/DIPLOMA",7th,2
2020-03,MALAYS,"""A"" LEVEL/DIPLOMA",8th,1
2020-03,MALAYS,"""A"" LEVEL/DIPLOMA",9th & over,2
2020-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,40
2020-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,54
2020-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,38
2020-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,23
2020-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,9
2020-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,11
2020-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,1
2020-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",8th,1
2020-03,MALAYS,NO QUALIFICATION,1st,3
2020-03,MALAYS,NO QUALIFICATION,2nd,2
2020-03,MALAYS,NO QUALIFICATION,4th,1
2020-03,MALAYS,PSLE,1st,16
2020-03,MALAYS,PSLE,2nd,8
2020-03,MALAYS,PSLE,3rd,14
2020-03,MALAYS,PSLE,4th,3
2020-03,MALAYS,PSLE,5th,3
2020-03,MALAYS,PSLE,6th,4
2020-03,MALAYS,PSLE,9th & over,2
2020-03,MALAYS,UNIVERSITY DEGREE,1st,57
2020-03,MALAYS,UNIVERSITY DEGREE,2nd,42
2020-03,MALAYS,UNIVERSITY DEGREE,3rd,31
2020-03,MALAYS,UNIVERSITY DEGREE,4th,11
2020-03,MALAYS,UNIVERSITY DEGREE,5th,3
2020-04,MALAYS,"""A"" LEVEL/DIPLOMA",1st,130
2020-04,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,102
2020-04,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,65
2020-04,MALAYS,"""A"" LEVEL/DIPLOMA",4th,23
2020-04,MALAYS,"""A"" LEVEL/DIPLOMA",5th,12
2020-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,47
2020-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,55
2020-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,33
2020-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,19
2020-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,4
2020-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,5
2020-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,3
2020-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",8th,1
2020-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",9th & over,1
2020-04,MALAYS,NO QUALIFICATION,1st,4
2020-04,MALAYS,NO QUALIFICATION,2nd,1
2020-04,MALAYS,NO QUALIFICATION,3rd,4
2020-04,MALAYS,NO QUALIFICATION,4th,1
2020-04,MALAYS,NO QUALIFICATION,5th,1
2020-04,MALAYS,NO QUALIFICATION,6th,1
2020-04,MALAYS,NO QUALIFICATION,7th,1
2020-04,MALAYS,PSLE,1st,13
2020-04,MALAYS,PSLE,2nd,8
2020-04,MALAYS,PSLE,3rd,8
2020-04,MALAYS,PSLE,4th,9
2020-04,MALAYS,PSLE,5th,6
2020-04,MALAYS,PSLE,6th,2
2020-04,MALAYS,PSLE,7th,3
2020-04,MALAYS,PSLE,9th & over,1
2020-04,MALAYS,UNIVERSITY DEGREE,1st,49
2020-04,MALAYS,UNIVERSITY DEGREE,2nd,46
2020-04,MALAYS,UNIVERSITY DEGREE,3rd,27
2020-04,MALAYS,UNIVERSITY DEGREE,4th,10
2020-04,MALAYS,UNIVERSITY DEGREE,5th,1
2020-05,MALAYS,"""A"" LEVEL/DIPLOMA",1st,102
2020-05,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,101
2020-05,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,56
2020-05,MALAYS,"""A"" LEVEL/DIPLOMA",4th,22
2020-05,MALAYS,"""A"" LEVEL/DIPLOMA",5th,3
2020-05,MALAYS,"""A"" LEVEL/DIPLOMA",6th,4
2020-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,51
2020-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,53
2020-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,48
2020-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,27
2020-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,16
2020-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,6
2020-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,2
2020-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",9th & over,1
2020-05,MALAYS,NO QUALIFICATION,2nd,2
2020-05,MALAYS,NO QUALIFICATION,3rd,1
2020-05,MALAYS,NO QUALIFICATION,4th,4
2020-05,MALAYS,PSLE,1st,28
2020-05,MALAYS,PSLE,2nd,10
2020-05,MALAYS,PSLE,3rd,6
2020-05,MALAYS,PSLE,4th,10
2020-05,MALAYS,PSLE,5th,3
2020-05,MALAYS,PSLE,6th,3
2020-05,MALAYS,PSLE,7th,2
2020-05,MALAYS,PSLE,9th & over,1
2020-05,MALAYS,UNIVERSITY DEGREE,1st,68
2020-05,MALAYS,UNIVERSITY DEGREE,2nd,49
2020-05,MALAYS,UNIVERSITY DEGREE,3rd,31
2020-05,MALAYS,UNIVERSITY DEGREE,4th,11
2020-05,MALAYS,UNIVERSITY DEGREE,5th,3
2020-06,MALAYS,"""A"" LEVEL/DIPLOMA",1st,88
2020-06,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,84
2020-06,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,55
2020-06,MALAYS,"""A"" LEVEL/DIPLOMA",4th,30
2020-06,MALAYS,"""A"" LEVEL/DIPLOMA",5th,4
2020-06,MALAYS,"""A"" LEVEL/DIPLOMA",6th,3
2020-06,MALAYS,"""A"" LEVEL/DIPLOMA",7th,1
2020-06,MALAYS,"""A"" LEVEL/DIPLOMA",8th,1
2020-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,55
2020-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,44
2020-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,43
2020-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,24
2020-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,11
2020-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,7
2020-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,1
2020-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",8th,2
2020-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",9th & over,3
2020-06,MALAYS,NO QUALIFICATION,1st,2
2020-06,MALAYS,NO QUALIFICATION,2nd,2
2020-06,MALAYS,NO QUALIFICATION,3rd,4
2020-06,MALAYS,NO QUALIFICATION,4th,1
2020-06,MALAYS,NO QUALIFICATION,7th,1
2020-06,MALAYS,PSLE,1st,17
2020-06,MALAYS,PSLE,2nd,14
2020-06,MALAYS,PSLE,3rd,3
2020-06,MALAYS,PSLE,4th,11
2020-06,MALAYS,PSLE,5th,6
2020-06,MALAYS,PSLE,6th,2
2020-06,MALAYS,PSLE,7th,2
2020-06,MALAYS,PSLE,8th,1
2020-06,MALAYS,UNIVERSITY DEGREE,1st,59
2020-06,MALAYS,UNIVERSITY DEGREE,2nd,42
2020-06,MALAYS,UNIVERSITY DEGREE,3rd,18
2020-06,MALAYS,UNIVERSITY DEGREE,4th,7
2020-06,MALAYS,UNIVERSITY DEGREE,5th,4
2020-07,MALAYS,"""A"" LEVEL/DIPLOMA",1st,102
2020-07,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,115
2020-07,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,60
2020-07,MALAYS,"""A"" LEVEL/DIPLOMA",4th,21
2020-07,MALAYS,"""A"" LEVEL/DIPLOMA",5th,8
2020-07,MALAYS,"""A"" LEVEL/DIPLOMA",6th,2
2020-07,MALAYS,"""A"" LEVEL/DIPLOMA",7th,1
2020-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,44
2020-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,56
2020-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,38
2020-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,29
2020-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,9
2020-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,4
2020-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,5
2020-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",8th,1
2020-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",9th & over,1
2020-07,MALAYS,NO QUALIFICATION,1st,2
2020-07,MALAYS,NO QUALIFICATION,2nd,4
2020-07,MALAYS,NO QUALIFICATION,3rd,2
2020-07,MALAYS,NO QUALIFICATION,6th,1
2020-07,MALAYS,PSLE,1st,18
2020-07,MALAYS,PSLE,2nd,8
2020-07,MALAYS,PSLE,3rd,10
2020-07,MALAYS,PSLE,4th,5
2020-07,MALAYS,PSLE,5th,3
2020-07,MALAYS,PSLE,6th,1
2020-07,MALAYS,PSLE,7th,1
2020-07,MALAYS,PSLE,9th & over,1
2020-07,MALAYS,UNIVERSITY DEGREE,1st,78
2020-07,MALAYS,UNIVERSITY DEGREE,2nd,50
2020-07,MALAYS,UNIVERSITY DEGREE,3rd,13
2020-07,MALAYS,UNIVERSITY DEGREE,4th,6
2020-08,MALAYS,"""A"" LEVEL/DIPLOMA",1st,110
2020-08,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,77
2020-08,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,45
2020-08,MALAYS,"""A"" LEVEL/DIPLOMA",4th,27
2020-08,MALAYS,"""A"" LEVEL/DIPLOMA",5th,7
2020-08,MALAYS,"""A"" LEVEL/DIPLOMA",6th,2
2020-08,MALAYS,"""A"" LEVEL/DIPLOMA",7th,1
2020-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,55
2020-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,42
2020-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,38
2020-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,24
2020-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,15
2020-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,4
2020-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",8th,1
2020-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",9th & over,1
2020-08,MALAYS,NO QUALIFICATION,1st,1
2020-08,MALAYS,NO QUALIFICATION,3rd,1
2020-08,MALAYS,NO QUALIFICATION,5th,1
2020-08,MALAYS,PSLE,1st,18
2020-08,MALAYS,PSLE,2nd,7
2020-08,MALAYS,PSLE,3rd,11
2020-08,MALAYS,PSLE,4th,4
2020-08,MALAYS,PSLE,5th,7
2020-08,MALAYS,PSLE,6th,2
2020-08,MALAYS,UNIVERSITY DEGREE,1st,71
2020-08,MALAYS,UNIVERSITY DEGREE,2nd,40
2020-08,MALAYS,UNIVERSITY DEGREE,3rd,17
2020-08,MALAYS,UNIVERSITY DEGREE,4th,14
2020-08,MALAYS,UNIVERSITY DEGREE,5th,2
2020-09,MALAYS,"""A"" LEVEL/DIPLOMA",1st,113
2020-09,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,91
2020-09,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,47
2020-09,MALAYS,"""A"" LEVEL/DIPLOMA",4th,19
2020-09,MALAYS,"""A"" LEVEL/DIPLOMA",5th,6
2020-09,MALAYS,"""A"" LEVEL/DIPLOMA",6th,2
2020-09,MALAYS,"""A"" LEVEL/DIPLOMA",7th,1
2020-09,MALAYS,"""A"" LEVEL/DIPLOMA",8th,1
2020-09,MALAYS,"""A"" LEVEL/DIPLOMA",9th & over,1
2020-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,53
2020-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,53
2020-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,33
2020-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,22
2020-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,14
2020-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,11
2020-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,1
2020-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",8th,1
2020-09,MALAYS,NO QUALIFICATION,1st,2
2020-09,MALAYS,NO QUALIFICATION,2nd,1
2020-09,MALAYS,NO QUALIFICATION,4th,1
2020-09,MALAYS,NO QUALIFICATION,5th,2
2020-09,MALAYS,PSLE,1st,23
2020-09,MALAYS,PSLE,2nd,13
2020-09,MALAYS,PSLE,3rd,6
2020-09,MALAYS,PSLE,4th,4
2020-09,MALAYS,PSLE,5th,6
