month,mother_race,mother_education,birth_order,birth_count
2018-05,MALAYS,PSLE,1st,12
2018-05,MALAYS,PSLE,2nd,9
2018-05,MALAYS,PSLE,3rd,9
2018-05,MALAYS,PSLE,4th,16
2018-05,MALAYS,PSLE,5th,7
2018-05,MALAYS,PSLE,6th,3
2018-05,MALAYS,UNIVERSITY DEGREE,1st,57
2018-05,MALAYS,UNIVERSITY DEGREE,2nd,38
2018-05,MALAYS,UNIVERSITY DEGREE,3rd,10
2018-05,MALAYS,UNIVERSITY DEGREE,4th,4
2018-06,MALAYS,"""A"" LEVEL/DIPLOMA",1st,90
2018-06,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,58
2018-06,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,42
2018-06,MALAYS,"""A"" LEVEL/DIPLOMA",4th,18
2018-06,MALAYS,"""A"" LEVEL/DIPLOMA",5th,7
2018-06,MALAYS,"""A"" LEVEL/DIPLOMA",6th,2
2018-06,MALAYS,"""A"" LEVEL/DIPLOMA",7th,1
2018-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,73
2018-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,70
2018-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,51
2018-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,31
2018-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,14
2018-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,3
2018-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,1
2018-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",9th & over,1
2018-06,MALAYS,NO QUALIFICATION,2nd,3
2018-06,MALAYS,NO QUALIFICATION,3rd,6
2018-06,MALAYS,NO QUALIFICATION,4th,1
2018-06,MALAYS,NO QUALIFICATION,5th,1
2018-06,MALAYS,PSLE,1st,16
2018-06,MALAYS,PSLE,2nd,13
2018-06,MALAYS,PSLE,3rd,9
2018-06,MALAYS,PSLE,4th,11
2018-06,MALAYS,PSLE,5th,1
2018-06,MALAYS,PSLE,6th,4
2018-06,MALAYS,PSLE,7th,2
2018-06,MALAYS,PSLE,8th,1
2018-06,MALAYS,UNIVERSITY DEGREE,1st,61
2018-06,MALAYS,UNIVERSITY DEGREE,2nd,36
2018-06,MALAYS,UNIVERSITY DEGREE,3rd,26
2018-06,MALAYS,UNIVERSITY DEGREE,4th,1
2018-07,MALAYS,"""A"" LEVEL/DIPLOMA",1st,95
2018-07,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,77
2018-07,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,32
2018-07,MALAYS,"""A"" LEVEL/DIPLOMA",4th,17
2018-07,MALAYS,"""A"" LEVEL/DIPLOMA",5th,4
2018-07,MALAYS,"""A"" LEVEL/DIPLOMA",6th,3
2018-07,MALAYS,"""A"" LEVEL/DIPLOMA",7th,1
2018-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,67
2018-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,56
2018-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,44
2018-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,24
2018-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,11
2018-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,4
2018-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,2
2018-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",8th,2
2018-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",9th & over,2
2018-07,MALAYS,NO QUALIFICATION,1st,1
2018-07,MALAYS,NO QUALIFICATION,2nd,3
2018-07,MALAYS,NO QUALIFICATION,3rd,1
2018-07,MALAYS,NO QUALIFICATION,4th,3
2018-07,MALAYS,NO QUALIFICATION,5th,2
2018-07,MALAYS,PSLE,1st,22
2018-07,MALAYS,PSLE,2nd,14
2018-07,MALAYS,PSLE,3rd,13
2018-07,MALAYS,PSLE,4th,9
2018-07,MALAYS,PSLE,5th,4
2018-07,MALAYS,PSLE,6th,2
2018-07,MALAYS,UNIVERSITY DEGREE,1st,59
2018-07,MALAYS,UNIVERSITY DEGREE,2nd,42
2018-07,MALAYS,UNIVERSITY DEGREE,3rd,19
2018-07,MALAYS,UNIVERSITY DEGREE,4th,6
2018-07,MALAYS,UNIVERSITY DEGREE,5th,4
2018-08,MALAYS,"""A"" LEVEL/DIPLOMA",1st,133
2018-08,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,77
2018-08,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,33
2018-08,MALAYS,"""A"" LEVEL/DIPLOMA",4th,24
2018-08,MALAYS,"""A"" LEVEL/DIPLOMA",5th,3
2018-08,MALAYS,"""A"" LEVEL/DIPLOMA",6th,1
2018-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,71
2018-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,62
2018-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,42
2018-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,21
2018-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,6
2018-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,3
2018-08,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,2
2018-08,MALAYS,NO QUALIFICATION,1st,6
2018-08,MALAYS,NO QUALIFICATION,2nd,2
2018-08,MALAYS,NO QUALIFICATION,3rd,4
2018-08,MALAYS,NO QUALIFICATION,4th,1
2018-08,MALAYS,NO QUALIFICATION,5th,2
2018-08,MALAYS,NO QUALIFICATION,6th,2
2018-08,MALAYS,NO QUALIFICATION,7th,1
2018-08,MALAYS,PSLE,1st,11
2018-08,MALAYS,PSLE,2nd,20
2018-08,MALAYS,PSLE,3rd,5
2018-08,MALAYS,PSLE,4th,6
2018-08,MALAYS,PSLE,5th,5
2018-08,MALAYS,PSLE,6th,4
2018-08,MALAYS,PSLE,8th,1
2018-08,MALAYS,UNIVERSITY DEGREE,1st,49
2018-08,MALAYS,UNIVERSITY DEGREE,2nd,43
2018-08,MALAYS,UNIVERSITY DEGREE,3rd,21
2018-08,MALAYS,UNIVERSITY DEGREE,4th,2
2018-09,MALAYS,"""A"" LEVEL/DIPLOMA",1st,122
2018-09,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,82
2018-09,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,52
2018-09,MALAYS,"""A"" LEVEL/DIPLOMA",4th,12
2018-09,MALAYS,"""A"" LEVEL/DIPLOMA",5th,6
2018-09,MALAYS,"""A"" LEVEL/DIPLOMA",7th,1
2018-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,69
2018-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,62
2018-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,54
2018-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,25
2018-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,18
2018-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,3
2018-09,MALAYS,"""N"" LEVEL/""O"" LEVEL",8th,2
2018-09,MALAYS,NO QUALIFICATION,1st,5
2018-09,MALAYS,NO QUALIFICATION,2nd,6
2018-09,MALAYS,NO QUALIFICATION,3rd,2
2018-09,MALAYS,NO QUALIFICATION,4th,4
2018-09,MALAYS,NO QUALIFICATION,5th,2
2018-09,MALAYS,PSLE,1st,15
2018-09,MALAYS,PSLE,2nd,13
2018-09,MALAYS,PSLE,3rd,18
2018-09,MALAYS,PSLE,4th,7
2018-09,MALAYS,PSLE,5th,4
2018-09,MALAYS,PSLE,6th,3
2018-09,MALAYS,PSLE,8th,1
2018-09,MALAYS,PSLE,9th & over,1
2018-09,MALAYS,UNIVERSITY DEGREE,1st,77
2018-09,MALAYS,UNIVERSITY DEGREE,2nd,48
2018-09,MALAYS,UNIVERSITY DEGREE,3rd,18
2018-09,MALAYS,UNIVERSITY DEGREE,4th,7
2018-09,MALAYS,UNIVERSITY DEGREE,5th,2
2018-10,MALAYS,"""A"" LEVEL/DIPLOMA",1st,113
2018-10,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,83
2018-10,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,34
2018-10,MALAYS,"""A"" LEVEL/DIPLOMA",4th,19
2018-10,MALAYS,"""A"" LEVEL/DIPLOMA",5th,4
2018-10,MALAYS,"""A"" LEVEL/DIPLOMA",6th,1
2018-10,MALAYS,"""A"" LEVEL/DIPLOMA",7th,2
2018-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,76
2018-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,72
2018-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,38
2018-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,30
2018-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,12
2018-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,6
2018-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,1
2018-10,MALAYS,"""N"" LEVEL/""O"" LEVEL",9th & over,1
2018-10,MALAYS,NO QUALIFICATION,1st,6
2018-10,MALAYS,NO QUALIFICATION,2nd,9
2018-10,MALAYS,NO QUALIFICATION,3rd,5
2018-10,MALAYS,NO QUALIFICATION,4th,3
2018-10,MALAYS,NO QUALIFICATION,5th,3
2018-10,MALAYS,NO QUALIFICATION,6th,1
2018-10,MALAYS,NO QUALIFICATION,7th,1
2018-10,MALAYS,PSLE,1st,19
2018-10,MALAYS,PSLE,2nd,18
2018-10,MALAYS,PSLE,3rd,16
2018-10,MALAYS,PSLE,4th,7
2018-10,MALAYS,PSLE,5th,6
2018-10,MALAYS,PSLE,6th,2
2018-10,MALAYS,UNIVERSITY DEGREE,1st,76
2018-10,MALAYS,UNIVERSITY DEGREE,2nd,41
2018-10,MALAYS,UNIVERSITY DEGREE,3rd,20
2018-10,MALAYS,UNIVERSITY DEGREE,4th,6
2018-10,MALAYS,UNIVERSITY DEGREE,5th,3
2018-10,MALAYS,UNIVERSITY DEGREE,6th,1
2018-11,MALAYS,"""A"" LEVEL/DIPLOMA",1st,105
2018-11,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,90
2018-11,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,41
2018-11,MALAYS,"""A"" LEVEL/DIPLOMA",4th,21
2018-11,MALAYS,"""A"" LEVEL/DIPLOMA",5th,5
2018-11,MALAYS,"""A"" LEVEL/DIPLOMA",6th,2
2018-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,61
2018-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,53
2018-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,58
2018-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,12
2018-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,10
2018-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,2
2018-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,3
2018-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",8th,1
2018-11,MALAYS,"""N"" LEVEL/""O"" LEVEL",9th & over,1
2018-11,MALAYS,NO QUALIFICATION,1st,5
2018-11,MALAYS,NO QUALIFICATION,2nd,5
2018-11,MALAYS,NO QUALIFICATION,4th,3
2018-11,MALAYS,NO QUALIFICATION,6th,5
2018-11,MALAYS,PSLE,1st,15
2018-11,MALAYS,PSLE,2nd,10
2018-11,MALAYS,PSLE,3rd,10
2018-11,MALAYS,PSLE,4th,6
2018-11,MALAYS,PSLE,5th,5
2018-11,MALAYS,PSLE,6th,4
2018-11,MALAYS,PSLE,7th,1
2018-11,MALAYS,PSLE,9th & over,2
2018-11,MALAYS,UNIVERSITY DEGREE,1st,51
2018-11,MALAYS,UNIVERSITY DEGREE,2nd,39
2018-11,MALAYS,UNIVERSITY DEGREE,3rd,23
2018-11,MALAYS,UNIVERSITY DEGREE,4th,5
2018-11,MALAYS,UNIVERSITY DEGREE,5th,2
2018-12,MALAYS,"""A"" LEVEL/DIPLOMA",1st,108
2018-12,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,88
2018-12,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,39
2018-12,MALAYS,"""A"" LEVEL/DIPLOMA",4th,16
2018-12,MALAYS,"""A"" LEVEL/DIPLOMA",5th,6
2018-12,MALAYS,"""A"" LEVEL/DIPLOMA",6th,1
2018-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,74
2018-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,60
2018-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,40
2018-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,28
2018-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,10
2018-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,4
2018-12,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,5
2018-12,MALAYS,NO QUALIFICATION,1st,5
2018-12,MALAYS,NO QUALIFICATION,2nd,1
2018-12,MALAYS,NO QUALIFICATION,3rd,4
2018-12,MALAYS,NO QUALIFICATION,4th,1
2018-12,MALAYS,PSLE,1st,15
2018-12,MALAYS,PSLE,2nd,14
2018-12,MALAYS,PSLE,3rd,15
2018-12,MALAYS,PSLE,4th,7
2018-12,MALAYS,PSLE,5th,2
2018-12,MALAYS,PSLE,6th,9
2018-12,MALAYS,PSLE,7th,2
2018-12,MALAYS,PSLE,8th,2
2018-12,MALAYS,PSLE,9th & over,1
2018-12,MALAYS,UNIVERSITY DEGREE,1st,55
2018-12,MALAYS,UNIVERSITY DEGREE,2nd,27
2018-12,MALAYS,UNIVERSITY DEGREE,3rd,22
2018-12,MALAYS,UNIVERSITY DEGREE,4th,7
2018-12,MALAYS,UNIVERSITY DEGREE,5th,1
2019-01,MALAYS,"""A"" LEVEL/DIPLOMA",1st,99
2019-01,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,80
2019-01,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,38
2019-01,MALAYS,"""A"" LEVEL/DIPLOMA",4th,18
2019-01,MALAYS,"""A"" LEVEL/DIPLOMA",5th,2
2019-01,MALAYS,"""A"" LEVEL/DIPLOMA",6th,3
2019-01,MALAYS,"""A"" LEVEL/DIPLOMA",7th,1
2019-01,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,65
2019-01,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,55
2019-01,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,32
2019-01,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,27
2019-01,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,10
2019-01,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,1
2019-01,MALAYS,"""N"" LEVEL/""O"" LEVEL",8th,2
2019-01,MALAYS,NO QUALIFICATION,1st,2
2019-01,MALAYS,NO QUALIFICATION,2nd,4
2019-01,MALAYS,NO QUALIFICATION,3rd,4
2019-01,MALAYS,NO QUALIFICATION,4th,1
2019-01,MALAYS,NO QUALIFICATION,5th,3
2019-01,MALAYS,NO QUALIFICATION,6th,1
2019-01,MALAYS,NO QUALIFICATION,7th,1
2019-01,MALAYS,PSLE,1st,30
2019-01,MALAYS,PSLE,2nd,17
2019-01,MALAYS,PSLE,3rd,12
2019-01,MALAYS,PSLE,4th,4
2019-01,MALAYS,PSLE,5th,6
2019-01,MALAYS,PSLE,6th,3
2019-01,MALAYS,PSLE,7th,1
2019-01,MALAYS,PSLE,8th,3
2019-01,MALAYS,PSLE,9th & over,2
2019-01,MALAYS,UNIVERSITY DEGREE,1st,63
2019-01,MALAYS,UNIVERSITY DEGREE,2nd,49
2019-01,MALAYS,UNIVERSITY DEGREE,3rd,19
2019-01,MALAYS,UNIVERSITY DEGREE,4th,12
2019-02,MALAYS,"""A"" LEVEL/DIPLOMA",1st,100
2019-02,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,68
2019-02,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,49
2019-02,MALAYS,"""A"" LEVEL/DIPLOMA",4th,9
2019-02,MALAYS,"""A"" LEVEL/DIPLOMA",5th,8
2019-02,MALAYS,"""A"" LEVEL/DIPLOMA",6th,1
2019-02,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,44
2019-02,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,56
2019-02,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,33
2019-02,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,19
2019-02,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,14
2019-02,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,5
2019-02,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,1
2019-02,MALAYS,"""N"" LEVEL/""O"" LEVEL",8th,2
2019-02,MALAYS,"""N"" LEVEL/""O"" LEVEL",9th & over,1
2019-02,MALAYS,NO QUALIFICATION,1st,1
2019-02,MALAYS,NO QUALIFICATION,2nd,4
2019-02,MALAYS,NO QUALIFICATION,3rd,4
2019-02,MALAYS,NO QUALIFICATION,4th,1
2019-02,MALAYS,NO QUALIFICATION,5th,1
2019-02,MALAYS,NO QUALIFICATION,6th,1
2019-02,MALAYS,NO QUALIFICATION,7th,1
2019-02,MALAYS,PSLE,1st,12
2019-02,MALAYS,PSLE,2nd,6
2019-02,MALAYS,PSLE,3rd,13
2019-02,MALAYS,PSLE,4th,10
2019-02,MALAYS,PSLE,5th,2
2019-02,MALAYS,PSLE,6th,2
2019-02,MALAYS,PSLE,7th,1
2019-02,MALAYS,UNIVERSITY DEGREE,1st,47
2019-02,MALAYS,UNIVERSITY DEGREE,2nd,33
2019-02,MALAYS,UNIVERSITY DEGREE,3rd,13
2019-02,MALAYS,UNIVERSITY DEGREE,4th,4
2019-02,MALAYS,UNIVERSITY DEGREE,7th,1
2019-03,MALAYS,"""A"" LEVEL/DIPLOMA",1st,90
2019-03,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,84
2019-03,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,53
2019-03,MALAYS,"""A"" LEVEL/DIPLOMA",4th,15
2019-03,MALAYS,"""A"" LEVEL/DIPLOMA",5th,1
2019-03,MALAYS,"""A"" LEVEL/DIPLOMA",6th,3
2019-03,MALAYS,"""A"" LEVEL/DIPLOMA",9th & over,1
2019-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,39
2019-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,55
2019-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,40
2019-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,20
2019-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,7
2019-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,7
2019-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,3
2019-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",8th,2
2019-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",9th & over,2
2019-03,MALAYS,NO QUALIFICATION,1st,6
2019-03,MALAYS,NO QUALIFICATION,2nd,1
2019-03,MALAYS,NO QUALIFICATION,3rd,1
2019-03,MALAYS,NO QUALIFICATION,5th,1
2019-03,MALAYS,NO QUALIFICATION,6th,3
2019-03,MALAYS,NO QUALIFICATION,8th,1
2019-03,MALAYS,PSLE,1st,18
2019-03,MALAYS,PSLE,2nd,16
2019-03,MALAYS,PSLE,3rd,9
2019-03,MALAYS,PSLE,4th,8
2019-03,MALAYS,PSLE,5th,7
2019-03,MALAYS,PSLE,6th,3
2019-03,MALAYS,UNIVERSITY DEGREE,1st,53
2019-03,MALAYS,UNIVERSITY DEGREE,2nd,60
2019-03,MALAYS,UNIVERSITY DEGREE,3rd,17
2019-03,MALAYS,UNIVERSITY DEGREE,4th,6
2019-03,MALAYS,UNIVERSITY DEGREE,5th,1
2019-03,MALAYS,UNIVERSITY DEGREE,6th,2
2019-03,MALAYS,UNIVERSITY DEGREE,7th,1
2019-03,MALAYS,UNKNOWN,2nd,1
2019-04,MALAYS,"""A"" LEVEL/DIPLOMA",1st,90
2019-04,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,93
2019-04,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,44
2019-04,MALAYS,"""A"" LEVEL/DIPLOMA",4th,16
2019-04,MALAYS,"""A"" LEVEL/DIPLOMA",5th,7
2019-04,MALAYS,"""A"" LEVEL/DIPLOMA",6th,2
2019-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,51
2019-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,51
2019-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,38
2019-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,28
2019-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,17
2019-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,6
2019-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,2
2019-04,MALAYS,NO QUALIFICATION,1st,3
2019-04,MALAYS,NO QUALIFICATION,2nd,5
2019-04,MALAYS,NO QUALIFICATION,3rd,3
2019-04,MALAYS,NO QUALIFICATION,4th,2
2019-04,MALAYS,NO QUALIFICATION,5th,1
2019-04,MALAYS,NO QUALIFICATION,6th,1
2019-04,MALAYS,NO QUALIFICATION,8th,1
2019-04,MALAYS,NO QUALIFICATION,9th & over,1
2019-04,MALAYS,PSLE,1st,25
2019-04,MALAYS,PSLE,2nd,11
2019-04,MALAYS,PSLE,3rd,8
2019-04,MALAYS,PSLE,4th,8
2019-04,MALAYS,PSLE,5th,9
2019-04,MALAYS,PSLE,6th,2
2019-04,MALAYS,PSLE,7th,1
2019-04,MALAYS,PSLE,8th,1
2019-04,MALAYS,UNIVERSITY DEGREE,1st,57
2019-04,MALAYS,UNIVERSITY DEGREE,2nd,47
2019-04,MALAYS,UNIVERSITY DEGREE,3rd,20
2019-04,MALAYS,UNIVERSITY DEGREE,4th,4
2019-04,MALAYS,UNIVERSITY DEGREE,5th,2
2019-04,MALAYS,UNIVERSITY DEGREE,7th,1
2019-05,MALAYS,"""A"" LEVEL/DIPLOMA",1st,110
2019-05,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,75
2019-05,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,51
2019-05,MALAYS,"""A"" LEVEL/DIPLOMA",4th,20
2019-05,MALAYS,"""A"" LEVEL/DIPLOMA",5th,6
2019-05,MALAYS,"""A"" LEVEL/DIPLOMA",6th,4
2019-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,61
2019-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,43
2019-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,42
2019-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,18
2019-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,15
2019-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,6
2019-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,3
2019-05,MALAYS,NO QUALIFICATION,1st,3
2019-05,MALAYS,NO QUALIFICATION,2nd,1
2019-05,MALAYS,NO QUALIFICATION,3rd,2
2019-05,MALAYS,NO QUALIFICATION,4th,1
2019-05,MALAYS,NO QUALIFICATION,6th,3
2019-05,MALAYS,PSLE,1st,21
2019-05,MALAYS,PSLE,2nd,9
2019-05,MALAYS,PSLE,3rd,12
2019-05,MALAYS,PSLE,4th,6
2019-05,MALAYS,PSLE,5th,4
2019-05,MALAYS,PSLE,6th,3
2019-05,MALAYS,PSLE,7th,1
2019-05,MALAYS,PSLE,8th,2
2019-05,MALAYS,UNIVERSITY DEGREE,1st,50
2019-05,MALAYS,UNIVERSITY DEGREE,2nd,47
2019-05,MALAYS,UNIVERSITY DEGREE,3rd,25
2019-05,MALAYS,UNIVERSITY DEGREE,4th,8
2019-05,MALAYS,UNIVERSITY DEGREE,5th,4
2019-05,MALAYS,UNIVERSITY DEGREE,6th,1
2019-06,MALAYS,"""A"" LEVEL/DIPLOMA",1st,93
2019-06,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,82
2019-06,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,45
2019-06,MALAYS,"""A"" LEVEL/DIPLOMA",4th,23
2019-06,MALAYS,"""A"" LEVEL/DIPLOMA",5th,8
2019-06,MALAYS,"""A"" LEVEL/DIPLOMA",6th,2
2019-06,MALAYS,"""A"" LEVEL/DIPLOMA",7th,4
2019-06,MALAYS,"""A"" LEVEL/DIPLOMA",8th,2
2019-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,60
2019-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,40
2019-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,42
2019-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,21
2019-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,9
2019-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,5
2019-06,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,2
2019-06,MALAYS,NO QUALIFICATION,1st,2
2019-06,MALAYS,NO QUALIFICATION,3rd,2
2019-06,MALAYS,NO QUALIFICATION,4th,1
2019-06,MALAYS,NO QUALIFICATION,5th,3
2019-06,MALAYS,NO QUALIFICATION,6th,1
2019-06,MALAYS,NO QUALIFICATION,9th & over,1
2019-06,MALAYS,PSLE,1st,22
2019-06,MALAYS,PSLE,2nd,6
2019-06,MALAYS,PSLE,3rd,6
2019-06,MALAYS,PSLE,4th,5
2019-06,MALAYS,PSLE,5th,7
2019-06,MALAYS,PSLE,6th,2
2019-06,MALAYS,PSLE,7th,2
2019-06,MALAYS,PSLE,9th & over,1
2019-06,MALAYS,UNIVERSITY DEGREE,1st,42
2019-06,MALAYS,UNIVERSITY DEGREE,2nd,47
2019-06,MALAYS,UNIVERSITY DEGREE,3rd,20
2019-06,MALAYS,UNIVERSITY DEGREE,4th,1
2019-06,MALAYS,UNIVERSITY DEGREE,5th,2
2019-06,MALAYS,UNIVERSITY DEGREE,6th,1
2019-07,MALAYS,"""A"" LEVEL/DIPLOMA",1st,123
2019-07,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,78
2019-07,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,38
2019-07,MALAYS,"""A"" LEVEL/DIPLOMA",4th,18
2019-07,MALAYS,"""A"" LEVEL/DIPLOMA",5th,3
2019-07,MALAYS,"""A"" LEVEL/DIPLOMA",6th,2
2019-07,MALAYS,"""A"" LEVEL/DIPLOMA",7th,2
2019-07,MALAYS,"""A"" LEVEL/DIPLOMA",8th,1
2019-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,54
2019-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,63
2019-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,29
2019-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,24
2019-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,9
2019-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,2
2019-07,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,2
2019-07,MALAYS,NO QUALIFICATION,1st,2
2019-07,MALAYS,NO QUALIFICATION,2nd,1
2019-07,MALAYS,NO QUALIFICATION,3rd,4
2019-07,MALAYS,NO QUALIFICATION,4th,2
2019-07,MALAYS,NO QUALIFICATION,6th,2
2019-07,MALAYS,PSLE,1st,17
